gencode_v26lift37_id,cpm
ENSG00000238009,1.07821975585237
ENSG00000237683,3.62140623562133
ENSG00000228463,36.0773604423128
ENSG00000237094,1.27305316323682
ENSG00000235373,2.78473743442816
ENSG00000228327,0.659089033427235
ENSG00000237491,1.14723431432642
ENSG00000225880,3.78040516072118
ENSG00000230368,2.55513130719717
ENSG00000188976,111.281463049054
ENSG00000187961,3.14069329178858
ENSG00000187583,0.815433552431923
ENSG00000188290,63.0458609284882
ENSG00000187608,63.4219902721718
ENSG00000188157,12.8850180671063
ENSG00000131591,9.45048202058391
ENSG00000078808,52.1689010723675
ENSG00000176022,10.6537243035181
ENSG00000184163,1.04902128880565
ENSG00000160087,84.8427820194712
ENSG00000162572,0.337375014694328
ENSG00000131584,13.8743152187709
ENSG00000169972,45.8814093547715
ENSG00000127054,36.2562674131263
ENSG00000224051,15.1333000297034
ENSG00000107404,10.7434432295344
ENSG00000162576,15.0544641686773
ENSG00000175756,830.673294146042
ENSG00000221978,31.0031977508126
ENSG00000224870,50.8037400176288
ENSG00000242485,353.408158390289
ENSG00000272455,1.35454343035811
ENSG00000179403,2.99045390680275
ENSG00000215915,0.323572102999516
ENSG00000160072,50.5045884507047
ENSG00000197785,60.8302281608615
ENSG00000160075,294.482732043311
ENSG00000215014,3.47249405368308
ENSG00000228594,4.07132806875027
ENSG00000272106,4.70918185341626
ENSG00000197530,15.2341674613193
ENSG00000189409,20.1987031810896
ENSG00000248333,14.8022955896374
ENSG00000272004,0.519201832212514
ENSG00000189339,14.1506388932766
ENSG00000008128,21.5447525119432
ENSG00000215790,1.97992150637686
ENSG00000008130,44.8204432385376
ENSG00000078369,43.5840208794139
ENSG00000231050,0.576006122648852
ENSG00000178821,32.7728902944531
ENSG00000067606,4.6860885203884
ENSG00000182873,0.5308812190312
ENSG00000162585,174.770344354823
ENSG00000157933,4.77686920884274
ENSG00000116151,3.70130385908553
ENSG00000157916,156.976798536555
ENSG00000157911,22.5385621539696
ENSG00000157881,2.49832701676083
ENSG00000272449,3.34508256111559
ENSG00000157873,1.96160610432028
